metric,dataset,tuning,model,ACC_DIFF,FAIR_DIFF,DELTA_DIFF
equalized_odds,german,True,Fair-SMOTE_RejectOptionClassification_tuned,-0.6667,9.5254,4.9293
equalized_odds,german,True,Fair-SMOTE_EqOddsPostprocessing_tuned,-2.3333,2.873,0.2698
equalized_odds,german,True,Fair-SMOTE_CalibratedEqOddsPostprocessing_tuned,-20.0,-49.5054,-34.7527
equalized_odds,german,True,Fair-SMOTE_DPAbstention_tuned,-8.0,-0.318,-4.159
equalized_odds,german,True,Fair-SMOTE_FaX_tuned,-7.0,-6.1729,-6.5865
equalized_odds,german,True,FairSSL-CT_PrejudiceRemover_tuned,-15.3333,1.0175,-6.578
equalized_odds,german,True,FairSSL-CT_FairnessConstraintModel_tuned,-12.0,-0.9669,-5.9371
equalized_odds,german,True,FairSSL-CT_DisparateMistreatmentModel_tuned,-14.0,1.3329,-6.3335
equalized_odds,german,True,FairSSL-CT_GerryFairClassifier_tuned,-14.6667,-0.1041,-6.95
equalized_odds,german,True,FairSSL-CT_AdversarialDebiasing_tuned,-12.6667,1.1333,-5.2096
equalized_odds,german,True,FairSSL-CT_ExponentiatedGradientReduction_tuned,-13.6667,1.7397,-5.9635
equalized_odds,german,True,FairSSL-CT_GridSearchReduction_tuned,-12.6667,2.0718,-4.7511
equalized_odds,german,True,FairSSL-CT_MetaFairClassifier_tuned,-2.3333,-3.7924,-3.0629
equalized_odds,german,True,FairSSL-CT_AdaFair_tuned,-16.3333,-4.2336,-10.2835
equalized_odds,german,True,FairSSL-CT_FAGTB_tuned,-24.6667,-2.1994,-13.433
equalized_odds,german,True,FairSSL-CT_HGR_tuned,0.0,0.0,0.0
equalized_odds,german,True,FairSSL-CT_GeneralFairERM_tuned,1.0,-6.2247,-2.6123
equalized_odds,german,True,FairSSL-CT_MultiAdversarialDebiasing_tuned,0.0,0.0,0.0
equalized_odds,german,True,FairSSL-CT_RejectOptionClassification_tuned,-7.3333,-5.9264,-5.7965
equalized_odds,german,True,FairSSL-CT_EqOddsPostprocessing_tuned,-21.0,-11.8744,-16.4372
equalized_odds,german,True,FairSSL-CT_CalibratedEqOddsPostprocessing_tuned,-23.0,-27.2177,-25.1089
equalized_odds,german,True,FairSSL-CT_JiangNachum_tuned,-14.0,3.0394,-5.4803
equalized_odds,german,True,FairSSL-CT_DPAbstention_tuned,-25.3333,3.2766,-8.0044
equalized_odds,german,True,FairSSL-CT_FaX_tuned,-14.6667,-2.7287,-7.2101
equalized_odds,german,True,FairSSL-LP_PrejudiceRemover_tuned,-13.6667,4.8104,-4.4281
equalized_odds,german,True,FairSSL-LP_FairnessConstraintModel_tuned,-13.0,4.6052,-4.1974
equalized_odds,german,True,FairSSL-LP_DisparateMistreatmentModel_tuned,-11.3333,-1.2233,-6.2783
equalized_odds,german,True,FairSSL-LP_GerryFairClassifier_tuned,1.3333,0.3624,0.8478
equalized_odds,german,True,FairSSL-LP_AdversarialDebiasing_tuned,-14.3333,1.0766,-6.6284
equalized_odds,german,True,FairSSL-LP_ExponentiatedGradientReduction_tuned,-15.0,3.5015,-5.7492
equalized_odds,german,True,FairSSL-LP_GridSearchReduction_tuned,-14.3333,-2.9993,-8.6663
equalized_odds,german,True,FairSSL-LP_MetaFairClassifier_tuned,-4.0,-8.1234,-6.0617
equalized_odds,german,True,FairSSL-LP_AdaFair_tuned,-15.6667,-0.0857,-7.8762
equalized_odds,german,True,FairSSL-LP_FAGTB_tuned,-21.3333,-4.7137,-13.0235
equalized_odds,german,True,FairSSL-LP_HGR_tuned,0.0,0.0,0.0
equalized_odds,german,True,FairSSL-LP_GeneralFairERM_tuned,0.0,-2.8508,-1.4254
equalized_odds,german,True,FairSSL-LP_MultiAdversarialDebiasing_tuned,0.0,0.0,0.0
equalized_odds,german,True,FairSSL-LP_RejectOptionClassification_tuned,-4.0,-4.6441,-3.3219
equalized_odds,german,True,FairSSL-LP_EqOddsPostprocessing_tuned,-14.0,1.1659,-6.417
equalized_odds,german,True,FairSSL-LP_CalibratedEqOddsPostprocessing_tuned,-39.3333,-15.3062,-27.3198
equalized_odds,german,True,FairSSL-LP_DPAbstention_tuned,-17.0,7.7549,-4.6225
equalized_odds,german,True,FairSSL-LP_FaX_tuned,-13.0,6.0479,-3.4761
equalized_odds,german,True,FairSSL-LS_PrejudiceRemover_tuned,-12.3333,-9.9943,-8.8612
equalized_odds,german,True,FairSSL-LS_FairnessConstraintModel_tuned,-12.0,1.3243,-3.0688
equalized_odds,german,True,FairSSL-LS_DisparateMistreatmentModel_tuned,-11.0,1.3243,-4.0241
equalized_odds,german,True,FairSSL-LS_GerryFairClassifier_tuned,1.0,1.2171,3.2666
equalized_odds,german,True,FairSSL-LS_AdversarialDebiasing_tuned,-16.3333,-0.5935,-6.1836
equalized_odds,german,True,FairSSL-LS_ExponentiatedGradientReduction_tuned,-11.3333,-0.5706,-4.8193
equalized_odds,german,True,FairSSL-LS_GridSearchReduction_tuned,-11.6667,-5.2122,-6.1704
equalized_odds,german,True,FairSSL-LS_MetaFairClassifier_tuned,-3.6667,-6.1483,-4.9075
equalized_odds,german,True,FairSSL-LS_AdaFair_tuned,-15.3333,-6.8477,-11.0905
equalized_odds,german,True,FairSSL-LS_FAGTB_tuned,0.0,0.0,0.0
equalized_odds,german,True,FairSSL-LS_HGR_tuned,-12.6667,-2.3898,-7.5282
equalized_odds,german,True,FairSSL-LS_GeneralFairERM_tuned,0.0,0.0,0.0
equalized_odds,german,True,FairSSL-LS_MultiAdversarialDebiasing_tuned,0.0,0.0,0.0
equalized_odds,german,True,FairSSL-LS_RejectOptionClassification_tuned,-9.6667,-13.436,-9.5513
equalized_odds,german,True,FairSSL-LS_EqOddsPostprocessing_tuned,-16.3333,-9.7577,-11.8475
equalized_odds,german,True,FairSSL-LS_CalibratedEqOddsPostprocessing_tuned,-39.3333,-55.7682,-47.5508
equalized_odds,german,True,FairSSL-LS_DPAbstention_tuned,-6.3333,-1.4778,0.8411
equalized_odds,german,True,FairSSL-LS_FaX_tuned,-12.6667,-1.9812,-4.1136
equalized_odds,german,True,FairSSL-ST_PrejudiceRemover_tuned,-34.3333,-22.4029,-28.3681
equalized_odds,german,True,FairSSL-ST_FairnessConstraintModel_tuned,-13.0,-13.1988,-13.0994
equalized_odds,german,True,FairSSL-ST_DisparateMistreatmentModel_tuned,-13.3333,-11.3513,-12.3423
equalized_odds,german,True,FairSSL-ST_GerryFairClassifier_tuned,-59.0,6.9587,-26.0207
equalized_odds,german,True,FairSSL-ST_AdversarialDebiasing_tuned,-25.3333,-12.156,-18.7446
equalized_odds,german,True,FairSSL-ST_ExponentiatedGradientReduction_tuned,-42.0,-2.3251,-22.1625
equalized_odds,german,True,FairSSL-ST_GridSearchReduction_tuned,-20.0,-12.7002,-16.3501
equalized_odds,german,True,FairSSL-ST_MetaFairClassifier_tuned,-11.0,-32.1014,-21.5507
equalized_odds,german,True,FairSSL-ST_AdaFair_tuned,-6.6667,-3.0541,-4.8604
equalized_odds,german,True,FairSSL-ST_FAGTB_tuned,-14.3333,-6.4348,-10.3841
equalized_odds,german,True,FairSSL-ST_HGR_tuned,-24.0,-1.1758,-12.5879
equalized_odds,german,True,FairSSL-ST_GeneralFairERM_tuned,0.3333,-2.335,-1.0008
equalized_odds,german,True,FairSSL-ST_MultiAdversarialDebiasing_tuned,0.0,0.0,0.0
equalized_odds,german,True,FairSSL-ST_RejectOptionClassification_tuned,-28.3333,4.5831,-11.8751
equalized_odds,german,True,FairSSL-ST_EqOddsPostprocessing_tuned,-10.3333,-6.637,-8.4851
equalized_odds,german,True,FairSSL-ST_CalibratedEqOddsPostprocessing_tuned,-23.3333,-23.3581,-23.3457
equalized_odds,german,True,FairSSL-ST_DPAbstention_tuned,-22.3333,-2.3023,-12.3178
equalized_odds,german,True,FairSSL-ST_FaX_tuned,-13.6667,-10.5365,-12.1016
equalized_odds,implicit30,True,LTDD_PrejudiceRemover_tuned,-9.5452,-15.8608,-12.703
equalized_odds,implicit30,True,LTDD_SquaredDifferenceFairLogistic_tuned,-9.2976,-10.7207,-9.6204
equalized_odds,implicit30,True,LTDD_FairnessConstraintModel_tuned,-9.05,-10.0013,-9.5256
equalized_odds,implicit30,True,LTDD_DisparateMistreatmentModel_tuned,-14.6556,-4.5601,-9.4529
equalized_odds,implicit30,True,LTDD_ConvexFrameworkModel_tuned,-9.2976,-10.2135,-9.6204
equalized_odds,implicit30,True,LTDD_HSICLinearRegression_tuned,-9.14,-14.449,-9.6559
equalized_odds,implicit30,True,LTDD_GerryFairClassifier_tuned,-4.8402,-33.6911,-19.2656
equalized_odds,implicit30,True,LTDD_AdversarialDebiasing_tuned,-5.2679,-16.2279,-10.4552
equalized_odds,implicit30,True,LTDD_ExponentiatedGradientReduction_tuned,-9.4102,-13.2711,-9.5943
equalized_odds,implicit30,True,LTDD_GridSearchReduction_tuned,-9.2976,-9.9433,-9.6204
equalized_odds,implicit30,True,LTDD_MetaFairClassifier_tuned,-17.0194,-3.1509,-9.2747
equalized_odds,implicit30,True,LTDD_AdaFair_tuned,-6.416,-17.2852,-11.8506
equalized_odds,implicit30,True,LTDD_FAGTB_tuned,-12.0666,0.0087,-4.5562
equalized_odds,implicit30,True,LTDD_HGR_tuned,-8.0819,-1.8944,-3.0371
equalized_odds,implicit30,True,LTDD_FairDummies_tuned,-18.3251,2.085,-7.6017
equalized_odds,implicit30,True,LTDD_GeneralFairERM_tuned,-11.6389,-1.4337,-6.4768
equalized_odds,implicit30,True,LTDD_MultiAdversarialDebiasing_tuned,-16.389,-3.8108,-8.9008
equalized_odds,implicit30,True,LTDD_FairGeneralizedLinearModel_tuned,-9.2976,-9.9433,-9.6204
equalized_odds,implicit30,True,LTDD_GradualCompatibility_tuned,-14.9932,-2.855,-8.9241
equalized_odds,implicit30,True,LTDD_RejectOptionClassification_tuned,-5.9433,-18.7185,-12.2746
equalized_odds,implicit30,True,LTDD_EqOddsPostprocessing_tuned,-14.3629,-12.577,-11.7056
equalized_odds,implicit30,True,LTDD_CalibratedEqOddsPostprocessing_tuned,-6.1009,-35.4329,-19.6188
equalized_odds,implicit30,True,LTDD_JiangNachum_tuned,-2.6565,-29.6023,-14.6034
equalized_odds,implicit30,True,LTDD_DPAbstention_tuned,-3.5795,-10.7021,-7.1408
equalized_odds,implicit30,True,LTDD_FaX_tuned,-11.5489,-10.1033,-9.6442
equalized_odds,implicit30,True,LTDD_FairBayesDPP_tuned,-13.3724,-11.6743,-12.5233
equalized_odds,implicit30,True,LFR_PrejudiceRemover_tuned,-1.3057,-24.1002,-12.5116
equalized_odds,implicit30,True,LFR_SquaredDifferenceFairLogistic_tuned,-7.249,-0.8094,-4.0292
equalized_odds,implicit30,True,LFR_FairnessConstraintModel_tuned,-4.48,-15.5374,-10.0087
equalized_odds,implicit30,True,LFR_DisparateMistreatmentModel_tuned,-6.6637,-11.6721,-9.1679
equalized_odds,implicit30,True,LFR_ConvexFrameworkModel_tuned,-5.3354,-14.1764,-9.7559
equalized_odds,implicit30,True,LFR_HSICLinearRegression_tuned,-1.756,-24.8892,-12.4562
equalized_odds,implicit30,True,LFR_GerryFairClassifier_tuned,-1.756,-23.2543,-12.5051
equalized_odds,implicit30,True,LFR_AdversarialDebiasing_tuned,-1.9361,-20.4884,-11.1379
equalized_odds,implicit30,True,LFR_ExponentiatedGradientReduction_tuned,-2.2287,-20.3015,-10.791
equalized_odds,implicit30,True,LFR_GridSearchReduction_tuned,-9.7253,-11.1244,-10.4249
equalized_odds,implicit30,True,LFR_MetaFairClassifier_tuned,-21.0716,1.5315,-8.3968
equalized_odds,implicit30,True,LFR_AdaFair_tuned,-18.3251,1.7327,-8.2962
equalized_odds,implicit30,True,LFR_FAGTB_tuned,-12.0666,-0.6511,-6.1583
equalized_odds,implicit30,True,LFR_HGR_tuned,-13.665,-3.2135,-7.7604
equalized_odds,implicit30,True,LFR_FairDummies_tuned,-11.8415,-2.916,-7.3788
equalized_odds,implicit30,True,LFR_GeneralFairERM_tuned,-20.081,0.0831,-9.999
equalized_odds,implicit30,True,LFR_MultiAdversarialDebiasing_tuned,-18.3251,1.7327,-8.2962
equalized_odds,implicit30,True,LFR_FairGeneralizedLinearModel_tuned,-9.9955,-5.398,-7.6968
equalized_odds,implicit30,True,LFR_GradualCompatibility_tuned,-18.3251,1.7327,-8.2962
equalized_odds,implicit30,True,LFR_RejectOptionClassification_tuned,1.2832,-36.6652,-17.1845
equalized_odds,implicit30,True,LFR_EqOddsPostprocessing_tuned,1.5759,-34.2437,-15.8418
equalized_odds,implicit30,True,LFR_CalibratedEqOddsPostprocessing_tuned,-3.1742,-47.4078,-23.5801
equalized_odds,implicit30,True,LFR_JiangNachum_tuned,2.0711,-33.3627,-15.392
equalized_odds,implicit30,True,LFR_DPAbstention_tuned,-3.5795,-15.6866,-9.6331
equalized_odds,implicit30,True,LFR_FaX_tuned,-1.2607,-32.6937,-15.2325
equalized_odds,implicit30,True,Fair-SMOTE_PrejudiceRemover_tuned,-24.7636,-8.6501,-16.7069
equalized_odds,implicit30,True,Fair-SMOTE_SquaredDifferenceFairLogistic_tuned,-4.6376,1.3942,-0.0998
equalized_odds,implicit30,True,Fair-SMOTE_FairnessConstraintModel_tuned,-4.3449,0.6262,-0.8225
equalized_odds,implicit30,True,Fair-SMOTE_DisparateMistreatmentModel_tuned,-4.2098,-0.1743,-0.904
equalized_odds,implicit30,True,Fair-SMOTE_ConvexFrameworkModel_tuned,-4.2323,0.0,-0.8479
equalized_odds,implicit30,True,Fair-SMOTE_HSICLinearRegression_tuned,-1.8235,-14.6083,-4.9442
equalized_odds,implicit30,True,Fair-SMOTE_GerryFairClassifier_tuned,-19.7434,6.5434,-6.6
equalized_odds,implicit30,True,Fair-SMOTE_AdversarialDebiasing_tuned,-13.4849,-6.1587,-9.3828
equalized_odds,implicit30,True,Fair-SMOTE_ExponentiatedGradientReduction_tuned,-20.869,-1.0109,-8.3623
equalized_odds,implicit30,True,Fair-SMOTE_GridSearchReduction_tuned,-7.9018,-12.2165,-9.1707
equalized_odds,implicit30,True,Fair-SMOTE_MetaFairClassifier_tuned,-24.0432,6.5434,-8.0858
equalized_odds,implicit30,True,Fair-SMOTE_AdaFair_tuned,-4.6601,-21.7178,-13.1889
equalized_odds,implicit30,True,Fair-SMOTE_FAGTB_tuned,-3.4219,-2.7139,-0.479
equalized_odds,implicit30,True,Fair-SMOTE_HGR_tuned,-5.7632,-0.6293,-0.4497
equalized_odds,implicit30,True,Fair-SMOTE_FairDummies_tuned,-4.2999,-3.5186,-2.2577
equalized_odds,implicit30,True,Fair-SMOTE_GeneralFairERM_tuned,-8.262,-1.4499,-3.6632
equalized_odds,implicit30,True,Fair-SMOTE_MultiAdversarialDebiasing_tuned,-19.7434,1.879,-6.6
equalized_odds,implicit30,True,Fair-SMOTE_FairGeneralizedLinearModel_tuned,0.1801,-16.2485,-8.0342
equalized_odds,implicit30,True,Fair-SMOTE_GradualCompatibility_tuned,-16.8393,0.0,-7.8785
equalized_odds,implicit30,True,Fair-SMOTE_RejectOptionClassification_tuned,-15.3084,0.1906,-7.3563
equalized_odds,implicit30,True,Fair-SMOTE_EqOddsPostprocessing_tuned,-21.1616,-0.9653,-8.166
equalized_odds,implicit30,True,Fair-SMOTE_CalibratedEqOddsPostprocessing_tuned,-4.7951,-49.0681,-25.9298
equalized_odds,implicit30,True,Fair-SMOTE_DPAbstention_tuned,-1.0806,5.1097,2.0146
equalized_odds,implicit30,True,Fair-SMOTE_FaX_tuned,0.1351,-37.9731,-17.8835
equalized_odds,implicit30,True,FairSSL-CT_PrejudiceRemover_tuned,-0.1801,-5.4936,-2.4403
equalized_odds,implicit30,True,FairSSL-CT_SquaredDifferenceFairLogistic_tuned,-4.4349,1.2442,-1.4603
equalized_odds,implicit30,True,FairSSL-CT_FairnessConstraintModel_tuned,-4.9077,3.5879,-0.4798
equalized_odds,implicit30,True,FairSSL-CT_DisparateMistreatmentModel_tuned,-7.204,-1.9555,-4.5572
equalized_odds,implicit30,True,FairSSL-CT_ConvexFrameworkModel_tuned,-6.5286,0.8993,-2.6796
equalized_odds,implicit30,True,FairSSL-CT_HSICLinearRegression_tuned,-12.5169,-1.8824,-3.0857
equalized_odds,implicit30,True,FairSSL-CT_GerryFairClassifier_tuned,-4.2548,-4.807,-4.5309
equalized_odds,implicit30,True,FairSSL-CT_AdversarialDebiasing_tuned,-1.8685,0.3101,-0.7792
equalized_odds,implicit30,True,FairSSL-CT_ExponentiatedGradientReduction_tuned,-9.6128,-9.6471,-9.0334
equalized_odds,implicit30,True,FairSSL-CT_GridSearchReduction_tuned,-1.4408,-5.1971,-3.3189
equalized_odds,implicit30,True,FairSSL-CT_MetaFairClassifier_tuned,-4.0973,-15.8277,-7.3173
equalized_odds,implicit30,True,FairSSL-CT_AdaFair_tuned,-1.8235,-5.5758,-3.6321
equalized_odds,implicit30,True,FairSSL-CT_FAGTB_tuned,-3.8721,0.7247,-0.9659
equalized_odds,implicit30,True,FairSSL-CT_HGR_tuned,-3.1742,-0.7215,-1.1825
equalized_odds,implicit30,True,FairSSL-CT_FairDummies_tuned,-8.6222,-0.7001,-2.1674
equalized_odds,implicit30,True,FairSSL-CT_GeneralFairERM_tuned,-8.8474,0.1444,-2.6293
equalized_odds,implicit30,True,FairSSL-CT_MultiAdversarialDebiasing_tuned,-5.3579,-0.0118,-2.0771
equalized_odds,implicit30,True,FairSSL-CT_FairGeneralizedLinearModel_tuned,-15.7812,8.228,-3.7766
equalized_odds,implicit30,True,FairSSL-CT_GradualCompatibility_tuned,-15.421,4.6887,-3.9827
equalized_odds,implicit30,True,FairSSL-CT_RejectOptionClassification_tuned,-4.7051,-2.0133,-3.3592
equalized_odds,implicit30,True,FairSSL-CT_EqOddsPostprocessing_tuned,-2.0486,-3.0561,0.3067
equalized_odds,implicit30,True,FairSSL-CT_CalibratedEqOddsPostprocessing_tuned,-1.6884,-22.3557,-9.0392
equalized_odds,implicit30,True,FairSSL-CT_JiangNachum_tuned,-0.3152,-0.9463,-0.6308
equalized_odds,implicit30,True,FairSSL-CT_DPAbstention_tuned,-12.9896,5.0139,-3.9879
equalized_odds,implicit30,True,FairSSL-CT_FaX_tuned,-1.0806,-24.7023,-9.8748
equalized_odds,implicit30,True,FairSSL-LP_PrejudiceRemover_tuned,-21.4543,-14.5509,-17.7662
equalized_odds,implicit30,True,FairSSL-LP_SquaredDifferenceFairLogistic_tuned,-3.3994,-1.7464,-2.5729
equalized_odds,implicit30,True,FairSSL-LP_FairnessConstraintModel_tuned,-1.8235,-7.7345,-4.779
equalized_odds,implicit30,True,FairSSL-LP_DisparateMistreatmentModel_tuned,-5.2229,-2.1329,-3.6779
equalized_odds,implicit30,True,FairSSL-LP_ConvexFrameworkModel_tuned,-3.5795,-1.7944,-2.687
equalized_odds,implicit30,True,FairSSL-LP_HSICLinearRegression_tuned,-1.3958,-11.0425,-5.5916
equalized_odds,implicit30,True,FairSSL-LP_GerryFairClassifier_tuned,-18.235,1.2551,-8.49
equalized_odds,implicit30,True,FairSSL-LP_AdversarialDebiasing_tuned,-14.0027,0.5239,-6.4262
equalized_odds,implicit30,True,FairSSL-LP_ExponentiatedGradientReduction_tuned,-19.1805,-0.4996,-9.6047
equalized_odds,implicit30,True,FairSSL-LP_GridSearchReduction_tuned,-0.2701,-28.664,-14.4671
equalized_odds,implicit30,True,FairSSL-LP_MetaFairClassifier_tuned,-1.0356,-41.8156,-20.0073
equalized_odds,implicit30,True,FairSSL-LP_AdaFair_tuned,-4.0522,-2.2572,-3.1547
equalized_odds,implicit30,True,FairSSL-LP_FAGTB_tuned,-2.3188,0.3811,-0.9688
equalized_odds,implicit30,True,FairSSL-LP_HGR_tuned,-4.2999,-0.9188,-2.1692
equalized_odds,implicit30,True,FairSSL-LP_FairDummies_tuned,-2.1387,-7.4679,-4.8033
equalized_odds,implicit30,True,FairSSL-LP_GeneralFairERM_tuned,-8.8924,-3.7896,-6.341
equalized_odds,implicit30,True,FairSSL-LP_MultiAdversarialDebiasing_tuned,-18.235,1.2551,-8.49
equalized_odds,implicit30,True,FairSSL-LP_FairGeneralizedLinearModel_tuned,-1.846,-7.9027,-4.8744
equalized_odds,implicit30,True,FairSSL-LP_GradualCompatibility_tuned,-2.0711,-16.5496,-9.3104
equalized_odds,implicit30,True,FairSSL-LP_RejectOptionClassification_tuned,-18.4376,-2.3955,-9.865
equalized_odds,implicit30,True,FairSSL-LP_EqOddsPostprocessing_tuned,-19.8559,-1.9153,-10.6323
equalized_odds,implicit30,True,FairSSL-LP_CalibratedEqOddsPostprocessing_tuned,-4.1198,-72.0041,-36.306
equalized_odds,implicit30,True,FairSSL-LP_DPAbstention_tuned,-3.8271,-0.9762,-2.4017
equalized_odds,implicit30,True,FairSSL-LP_FaX_tuned,0.2701,-43.5376,-19.844
equalized_odds,implicit30,True,FairSSL-LS_PrejudiceRemover_tuned,-22.1522,-13.4188,-17.7855
equalized_odds,implicit30,True,FairSSL-LS_SquaredDifferenceFairLogistic_tuned,-5.0653,2.1726,-1.16
equalized_odds,implicit30,True,FairSSL-LS_FairnessConstraintModel_tuned,-3.1067,-2.094,-2.6003
equalized_odds,implicit30,True,FairSSL-LS_DisparateMistreatmentModel_tuned,-5.5606,0.9235,-2.266
equalized_odds,implicit30,True,FairSSL-LS_ConvexFrameworkModel_tuned,-4.57,2.4547,-1.0249
equalized_odds,implicit30,True,FairSSL-LS_HSICLinearRegression_tuned,-2.2287,-8.7248,-3.4406
equalized_odds,implicit30,True,FairSSL-LS_GerryFairClassifier_tuned,-18.9104,4.0723,-7.4191
equalized_odds,implicit30,True,FairSSL-LS_AdversarialDebiasing_tuned,-21.9045,1.8451,-10.0072
equalized_odds,implicit30,True,FairSSL-LS_ExponentiatedGradientReduction_tuned,-19.9009,0.3065,-8.1533
equalized_odds,implicit30,True,FairSSL-LS_GridSearchReduction_tuned,-2.0036,-24.2231,-13.1133
equalized_odds,implicit30,True,FairSSL-LS_MetaFairClassifier_tuned,-5.538,-34.5846,-18.9808
equalized_odds,implicit30,True,FairSSL-LS_AdaFair_tuned,-6.2584,1.5912,-2.3336
equalized_odds,implicit30,True,FairSSL-LS_FAGTB_tuned,-4.3449,0.6701,-0.467
equalized_odds,implicit30,True,FairSSL-LS_HGR_tuned,-5.0878,-0.5574,-0.9739
equalized_odds,implicit30,True,FairSSL-LS_FairDummies_tuned,-4.2548,0.2681,-1.5774
equalized_odds,implicit30,True,FairSSL-LS_GeneralFairERM_tuned,-7.9469,1.0256,-3.4606
equalized_odds,implicit30,True,FairSSL-LS_MultiAdversarialDebiasing_tuned,-18.9104,1.5711,-7.573
equalized_odds,implicit30,True,FairSSL-LS_FairGeneralizedLinearModel_tuned,-2.6114,-2.7642,-2.6878
equalized_odds,implicit30,True,FairSSL-LS_GradualCompatibility_tuned,-16.5241,2.651,-6.9365
equalized_odds,implicit30,True,FairSSL-LS_RejectOptionClassification_tuned,-12.0666,0.7211,-5.6728
equalized_odds,implicit30,True,FairSSL-LS_EqOddsPostprocessing_tuned,-21.8595,0.63,-8.9529
equalized_odds,implicit30,True,FairSSL-LS_CalibratedEqOddsPostprocessing_tuned,-4.0297,-64.2329,-32.713
equalized_odds,implicit30,True,FairSSL-LS_DPAbstention_tuned,-4.2774,-1.3705,-2.8239
equalized_odds,implicit30,True,FairSSL-LS_FaX_tuned,0.1351,-40.1238,-18.5423
equalized_odds,implicit30,True,FairSSL-ST_PrejudiceRemover_tuned,-2.1837,3.1938,0.5051
equalized_odds,implicit30,True,FairSSL-ST_SquaredDifferenceFairLogistic_tuned,-4.9527,1.731,-0.2801
equalized_odds,implicit30,True,FairSSL-ST_FairnessConstraintModel_tuned,-5.5831,2.2773,-0.8072
equalized_odds,implicit30,True,FairSSL-ST_DisparateMistreatmentModel_tuned,-2.9716,-3.3841,-2.0809
equalized_odds,implicit30,True,FairSSL-ST_ConvexFrameworkModel_tuned,-4.9302,2.3637,-0.2061
equalized_odds,implicit30,True,FairSSL-ST_HSICLinearRegression_tuned,-10.7834,-6.2715,-5.4469
equalized_odds,implicit30,True,FairSSL-ST_GerryFairClassifier_tuned,-5.2229,-2.2939,-3.7584
equalized_odds,implicit30,True,FairSSL-ST_AdversarialDebiasing_tuned,-0.3377,-0.844,-0.377
equalized_odds,implicit30,True,FairSSL-ST_ExponentiatedGradientReduction_tuned,-9.4552,-4.1723,-4.4612
equalized_odds,implicit30,True,FairSSL-ST_GridSearchReduction_tuned,-3.557,-0.9115,-1.5369
equalized_odds,implicit30,True,FairSSL-ST_MetaFairClassifier_tuned,-4.7951,-11.2028,-7.1097
equalized_odds,implicit30,True,FairSSL-ST_AdaFair_tuned,-0.4277,-9.1124,-4.7701
equalized_odds,implicit30,True,FairSSL-ST_FAGTB_tuned,-0.923,-3.2994,0.2526
equalized_odds,implicit30,True,FairSSL-ST_HGR_tuned,-4.57,-0.5438,-0.0355
equalized_odds,implicit30,True,FairSSL-ST_FairDummies_tuned,-6.7312,-1.6098,-2.7102
equalized_odds,implicit30,True,FairSSL-ST_GeneralFairERM_tuned,-7.3841,0.5657,-2.4076
equalized_odds,implicit30,True,FairSSL-ST_MultiAdversarialDebiasing_tuned,-5.4255,1.2701,0.0634
equalized_odds,implicit30,True,FairSSL-ST_FairGeneralizedLinearModel_tuned,-19.2931,6.1611,-6.566
equalized_odds,implicit30,True,FairSSL-ST_GradualCompatibility_tuned,-19.0005,4.9002,-6.7001
equalized_odds,implicit30,True,FairSSL-ST_RejectOptionClassification_tuned,-2.7015,-4.1118,-3.4066
equalized_odds,implicit30,True,FairSSL-ST_EqOddsPostprocessing_tuned,-5.2904,-6.5109,-3.1943
equalized_odds,implicit30,True,FairSSL-ST_CalibratedEqOddsPostprocessing_tuned,-2.4989,-16.0456,-8.0453
equalized_odds,implicit30,True,FairSSL-ST_DPAbstention_tuned,-7.1364,-2.1048,-4.6206
equalized_odds,implicit30,True,FairSSL-ST_FaX_tuned,-0.1351,-36.8159,-17.2148
equalized_odds,social30,True,LTDD_PrejudiceRemover_tuned,0.8221,-1.4469,-0.3124
equalized_odds,social30,True,LTDD_SquaredDifferenceFairLogistic_tuned,0.0228,-0.1789,-0.078
equalized_odds,social30,True,LTDD_FairnessConstraintModel_tuned,0.0685,-0.3915,-0.1272
equalized_odds,social30,True,LTDD_DisparateMistreatmentModel_tuned,-1.7127,1.6625,0.0091
equalized_odds,social30,True,LTDD_ConvexFrameworkModel_tuned,0.0,0.0926,0.0463
equalized_odds,social30,True,LTDD_HSICLinearRegression_tuned,-0.1599,-0.1798,-0.1698
equalized_odds,social30,True,LTDD_GerryFairClassifier_tuned,-18.8856,0.0,-4.1788
equalized_odds,social30,True,LTDD_AdversarialDebiasing_tuned,-0.2284,0.9095,0.3406
equalized_odds,social30,True,LTDD_ExponentiatedGradientReduction_tuned,-14.2727,-0.4481,-3.458
equalized_odds,social30,True,LTDD_GridSearchReduction_tuned,-0.5709,0.6427,0.0641
equalized_odds,social30,True,LTDD_MetaFairClassifier_tuned,0.0913,0.306,0.1987
equalized_odds,social30,True,LTDD_AdaFair_tuned,-3.4026,-12.8452,-8.1239
equalized_odds,social30,True,LTDD_FAGTB_tuned,-1.8954,0.1304,-0.0718
equalized_odds,social30,True,LTDD_HGR_tuned,-0.3882,0.3657,-0.0112
equalized_odds,social30,True,LTDD_FairDummies_tuned,0.1599,0.861,0.5104
equalized_odds,social30,True,LTDD_GeneralFairERM_tuned,-2.7404,-0.4043,-0.8164
equalized_odds,social30,True,LTDD_MultiAdversarialDebiasing_tuned,-2.1466,0.1421,-1.0023
equalized_odds,social30,True,LTDD_FairGeneralizedLinearModel_tuned,-0.1599,-0.1845,-0.1722
